,Time,base_name,base_volume,last_price,pool,quote_name,quote_volume,coingeckoVolume
0,2021-02-11 11:02:01.099046,ETH,33699.48396566401,497.85407915,ETH_DFI,DFI,64544.296801355,
1,2021-02-11 11:02:01.099046,BTC,301595.15613527986,12882.76221364,BTC_DFI,DFI,311798.3729328301,
2,2021-02-11 11:02:01.099046,USDT,141598.88499122806,0.28899714,USDT_DFI,DFI,243188.12463127,
3,2021-02-11 11:02:01.099046,DOGE,37108.62974638416,0.02094546,DOGE_DFI,DFI,49012.09215619499,
4,2021-02-11 11:02:01.099046,LTC,47600.4781834492,52.19083211,LTC_DFI,DFI,73354.51268974502,
5,2021-02-11 12:03:06.494824,ETH,31639.1885140198,497.86462876,ETH_DFI,DFI,57610.403978855,
6,2021-02-11 12:03:06.494824,BTC,266771.6755836,12892.3229909,BTC_DFI,DFI,321811.76020619506,
7,2021-02-11 12:03:06.494824,USDT,152811.94722587636,0.28735937,USDT_DFI,DFI,229981.0106726651,
8,2021-02-11 12:03:06.494824,DOGE,36375.68572752039,0.02093618,DOGE_DFI,DFI,48961.66055644498,
9,2021-02-11 12:03:06.494824,LTC,43723.14049081,51.81118978,LTC_DFI,DFI,66943.62270655503,
10,2021-02-11 13:02:38.225123,ETH,25218.220633515,498.29734749,ETH_DFI,DFI,60715.60715459399,
11,2021-02-11 13:02:38.225123,BTC,262238.43446678,12894.4504453,BTC_DFI,DFI,322886.3084072892,
12,2021-02-11 13:02:38.225123,USDT,172656.85985640794,0.28413606,USDT_DFI,DFI,189379.80197964664,
13,2021-02-11 13:02:38.225123,DOGE,44418.05488031664,0.020516,DOGE_DFI,DFI,49177.18572137578,
14,2021-02-11 13:02:38.225123,LTC,47350.0793571246,51.63757943,LTC_DFI,DFI,67703.02868034423,
15,2021-02-11 14:02:46.221097,ETH,75954.0461424228,494.56076379,ETH_DFI,DFI,64739.37047536801,
16,2021-02-11 14:02:46.221097,BTC,255513.6804307,12918.38484945,BTC_DFI,DFI,395598.0239948881,
17,2021-02-11 14:02:46.221097,USDT,208007.26397426685,0.27614307,USDT_DFI,DFI,157746.129131844,
18,2021-02-11 14:02:46.221097,DOGE,50920.7720198719,0.02012897,DOGE_DFI,DFI,49229.49734377199,
19,2021-02-11 14:02:46.221097,LTC,50074.6465152767,51.58928865,LTC_DFI,DFI,70274.74679416802,
20,2021-02-11 15:02:18.193656,ETH,76047.8915356382,494.82373797,ETH_DFI,DFI,66366.21585198952,
21,2021-02-11 15:02:18.193656,BTC,268927.38428147987,12927.51388969,BTC_DFI,DFI,409952.4418123173,
22,2021-02-11 15:02:18.193656,USDT,205076.3833025561,0.27546063,USDT_DFI,DFI,159285.855930802,
23,2021-02-11 15:02:18.193656,DOGE,60829.67612872442,0.0196559,DOGE_DFI,DFI,52719.94666189419,
24,2021-02-11 15:02:18.193656,LTC,59468.76370410421,51.31128733,LTC_DFI,DFI,75624.91775569362,
25,2021-02-11 16:01:46.998873,ETH,80866.22248105802,493.52501137,ETH_DFI,DFI,63946.32117745401,
26,2021-02-11 16:01:46.998873,BTC,220094.89292736005,12946.58628252,BTC_DFI,DFI,459707.596935633,
27,2021-02-11 16:01:46.998873,USDT,199350.7160974184,0.2740377,USDT_DFI,DFI,84083.32979049,
28,2021-02-11 16:01:46.998873,DOGE,41288.49545751599,0.01966147,DOGE_DFI,DFI,6483.020789108001,
29,2021-02-11 16:01:46.998873,LTC,59498.70146972611,51.48056844,LTC_DFI,DFI,79316.32394988602,
30,2021-02-11 17:02:46.607101,ETH,80539.6367533618,493.5472055,ETH_DFI,DFI,63182.391368179015,
31,2021-02-11 17:02:46.607101,BTC,225261.37109243,12965.67922162,BTC_DFI,DFI,492650.9885136004,
32,2021-02-11 17:02:46.607101,USDT,207518.9632083021,0.27109556,USDT_DFI,DFI,89871.35281140199,
33,2021-02-11 17:02:46.607101,DOGE,39460.213420689965,0.01965464,DOGE_DFI,DFI,6453.812400066,
34,2021-02-11 17:02:46.607101,LTC,59071.235235235625,51.48071138,LTC_DFI,DFI,71376.60115612902,
35,2021-02-11 18:02:43.700194,ETH,80341.9067068625,493.58391355,ETH_DFI,DFI,63807.72465812161,
36,2021-02-11 18:02:43.700194,BTC,236966.08360095005,12961.93211021,BTC_DFI,DFI,494662.58236242726,
37,2021-02-11 18:02:43.700194,USDT,186741.61969144348,0.27157182,USDT_DFI,DFI,94379.93601067035,
38,2021-02-11 18:02:43.700194,DOGE,38934.47544688458,0.01966518,DOGE_DFI,DFI,6085.3199428224,
39,2021-02-11 18:02:43.700194,LTC,57023.276626176026,51.49188548,LTC_DFI,DFI,71572.50139893923,
40,2021-02-11 19:02:09.275472,ETH,78626.420276811,493.9365335,ETH_DFI,DFI,68227.6638715072,
41,2021-02-11 19:02:09.275472,BTC,259949.9330828,12964.3192701,BTC_DFI,DFI,513745.0103553089,
42,2021-02-11 19:02:09.275472,USDT,186653.5075248356,0.27202638,USDT_DFI,DFI,97837.1369119056,
43,2021-02-11 19:02:09.275472,DOGE,44991.73758067931,0.01899376,DOGE_DFI,DFI,5964.904610376,
44,2021-02-11 19:02:09.275472,LTC,104073.35629476482,50.00886782,LTC_DFI,DFI,91842.8213902,
45,2021-02-11 20:02:02.023721,ETH,102224.38268478464,492.81311907,ETH_DFI,DFI,76907.68577422721,
46,2021-02-11 20:02:02.023721,BTC,282829.17801453016,12959.07411894,BTC_DFI,DFI,521086.6977609759,
47,2021-02-11 20:02:02.023721,USDT,182042.582182894,0.27225318,USDT_DFI,DFI,95929.20148490075,
48,2021-02-11 20:02:02.023721,DOGE,48367.27590505035,0.01887311,DOGE_DFI,DFI,6890.9384001264,
49,2021-02-11 20:02:02.023721,LTC,113068.1545210035,50.37384545,LTC_DFI,DFI,106219.16746082084,
50,2021-02-11 21:02:16.212509,ETH,150068.62064468605,489.06233559,ETH_DFI,DFI,78060.98108728504,
51,2021-02-11 21:02:16.212509,BTC,277949.6474812001,12985.55919147,BTC_DFI,DFI,568591.3661295525,
52,2021-02-11 21:02:16.212509,USDT,210709.12596658585,0.27062404,USDT_DFI,DFI,112968.30992536397,
53,2021-02-11 21:02:16.212509,DOGE,50486.30822680129,0.01905612,DOGE_DFI,DFI,13723.305677582,
54,2021-02-11 21:02:16.212509,LTC,112208.263703565,50.15803652,LTC_DFI,DFI,109018.58033478154,
55,2021-02-11 22:02:08.091898,ETH,151842.14451615125,489.34545075,ETH_DFI,DFI,76309.722677631,
56,2021-02-11 22:02:08.091898,BTC,234109.03697358,12985.06201756,BTC_DFI,DFI,559295.2973400083,
57,2021-02-11 22:02:08.091898,USDT,209336.18527684285,0.27285427,USDT_DFI,DFI,123874.81176366072,
58,2021-02-11 22:02:08.091898,DOGE,51805.70396498832,0.01904666,DOGE_DFI,DFI,13733.8844208939,
59,2021-02-11 22:02:08.091898,LTC,111254.53664728205,50.15910809,LTC_DFI,DFI,107494.29517126796,
60,2021-02-11 23:02:37.116139,ETH,151920.75947430482,491.74608266,ETH_DFI,DFI,106433.3452853564,
61,2021-02-11 23:02:37.116139,BTC,230575.25068200013,12983.68073327,BTC_DFI,DFI,548631.2073105889,
62,2021-02-11 23:02:37.116139,USDT,212769.01231569,0.27241838,USDT_DFI,DFI,122249.23020410092,
63,2021-02-11 23:02:37.116139,DOGE,52418.87083682796,0.01903718,DOGE_DFI,DFI,13785.1284754318,
64,2021-02-11 23:02:37.116139,LTC,112337.6894846284,50.53099667,LTC_DFI,DFI,95623.89892894003,
65,2021-02-12 00:03:50.278930,ETH,151817.79356372374,491.81027649,ETH_DFI,DFI,107875.402130132,
66,2021-02-12 00:03:50.278930,BTC,232855.9997577601,12985.38125124,BTC_DFI,DFI,562890.9737397855,
67,2021-02-12 00:03:50.278930,USDT,222211.4715903097,0.2708344,USDT_DFI,DFI,124564.95567690716,
68,2021-02-12 00:03:50.278930,DOGE,52186.000911850526,0.01903718,DOGE_DFI,DFI,13224.4641482044,
69,2021-02-12 00:03:50.278930,LTC,108031.4813375776,50.53098447,LTC_DFI,DFI,97226.53410652003,
70,2021-02-12 01:02:44.203019,ETH,150558.9037975553,491.81062482,ETH_DFI,DFI,108176.52676014297,
71,2021-02-12 01:02:44.203019,BTC,224489.7841569001,12986.31395464,BTC_DFI,DFI,519147.074207418,
72,2021-02-12 01:02:44.203019,USDT,223462.3096739901,0.27087684,USDT_DFI,DFI,114659.19516453544,
